Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,FDU59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,9.6306016,5.78,161.9552,4
Low Fat,FDP23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0,6.71,218.9166,4
Low Fat,FDU23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,2.1705417,12.15,163.5184,4
Low Fat,FDC39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,15.9062948,7.405,208.9296,4
Low Fat,FDV50,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,12.2469209,14.3,121.973,4
Low Fat,FDF52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,6.6727717,9.3,181.6292,4
Low Fat,FDL04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,11.1830282,19,105.4622,4
Low Fat,FDS55,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,8.1096635,7.02,148.4734,4
Low Fat,FDB20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,5.193741,7.72,77.9986,4
Low Fat,FDW08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,14.825809,12.1,108.428,4
Low Fat,FDL56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,12.5675936,14.1,86.9198,4
Low Fat,FDI20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,3.8531668,19.1,210.6586,4
Low Fat,FDA44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,5.3178425,19.7,55.993,4
Low Fat,DRH11,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,7.5495088,5.98,55.3614,4
Low Fat,DRI47,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,2.090277,14.7,144.5128,4
Low Fat,DRJ47,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,4.421348,18.25,173.408,4
Low Fat,NCL53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,3.6204764,7.5,176.1028,4
Low Fat,NCM17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,7.1076672,7.93,44.9086,4
Low Fat,NCV53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,1.8797945,8.27,241.288,4
Low Fat,NCQ17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0,10.3,154.663,4
Low Fat,NCN17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,5.489331,11,101.9358,4
Low Fat,NCY17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,16.2960415,18.2,43.5086,4
Low Fat,NCK06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.8639333,5.03,122.2756,4
Low Fat,NCH18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,4.4624064,9.3,245.4802,4
Low Fat,NCA18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,5.6030907,10.1,115.1492,4
Low Fat,NCR06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.6759519,12.5,42.8112,4
Low Fat,NCQ18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,13.4960397,15.75,101.37,4
Low Fat,NCU06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,7.4345142,17.6,230.901,4
Low Fat,NCR50,Household,2000,OUT013,Tier 3,High,Supermarket Type1,1.181025,20.2,154.634,4
Low Fat,FDH58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,3.6908933,12.3,115.9834,4
Low Fat,FDR09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,7.7659918,18.25,260.2962,4
Low Fat,DRE13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,2.7682047,6.28,85.5198,4
Low Fat,DRE60,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,15.9201868,9.395,226.072,4
Low Fat,DRH25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,1.4580886,18.7,50.2324,4
Regular,FDW60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,1.7047751,5.44,174.637,4
Regular,FDB12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,10.5220024,11.15,102.7648,4
Regular,FDX11,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,10.6663245,16,179.7634,4
Regular,FDN23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,7.5444922,6.575,146.0444,4
Regular,FDT23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,7.4669288,7.72,76.3986,4
Regular,FDX49,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,10.1747034,4.615,231.33,4
Regular,FDZ37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0,8.1,88.5198,4
Regular,FDV37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,8.3444376,13,195.8426,4
Regular,FDZ25,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,2.7594064,15.7,171.179,4
Regular,FDC52,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.827301,11.15,150.4708,4
Regular,FDV16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,8.2861686,7.75,32.6558,4
Regular,FDM04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,4.7081398,9.195,51.1666,4
Regular,FDS04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,14.6540889,10.195,141.7838,4
Regular,FDZ16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,15.9722816,16.85,194.1478,4
Regular,FDC33,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,6.8880971,8.96,195.3768,4
Regular,FDW31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,4.3122189,11.35,197.9742,4
Regular,FDW55,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,2.1951613,12.6,250.9092,4
Regular,FDJ20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,10.0091576,20.7,125.5388,4
Regular,FDP03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,6.112617,5.15,122.5388,4
Regular,FDH46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,4.1247932,6.935,101.8332,4
Regular,FDM58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,7.9624087,16.85,111.6544,4
Regular,DRC36,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0,13,173.6054,4
Regular,DRA24,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,3.9895009,19.35,162.4868,4
Regular,FDH47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,12.8709014,13.5,96.1068,4
low Fat,FDV47,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,5.4162439,17.1,85.3566,4
Regular,FDE35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,4.3863865,7.06,59.5904,4
Low Fat,FDN01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.2693696,8.895,175.937,4
Low Fat,NCD31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.5497337,12.1,165.5526,4
Low Fat,DRE37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,9.4603404,13.5,187.0872,4
Low Fat,FDB60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.8638276,9.3,195.8136,4
Low Fat,FDW48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.8575615,18,80.2618,4
Low Fat,FDT59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.5976249,13.65,230.2668,4
Low Fat,FDS01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.7817285,11.6,177.0686,4
Low Fat,FDG26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.282359,18.85,254.433,4
Low Fat,FDQ14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.2038986,9.27,148.005,4
Low Fat,FDV50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,12.3070513,14.3,121.173,4
Low Fat,DRF51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,16.6513779,15.75,38.0506,4
Low Fat,FDB52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.0559583,17.75,257.4672,4
Low Fat,FDX28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,12.5688044,6.325,100.9042,4
Low Fat,FDK40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.1938404,7.035,264.691,4
Low Fat,FDU40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.7556341,20.85,195.3478,4
Low Fat,FDX43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,8.5622362,5.655,167.25,4
Low Fat,FDY31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.3740308,5.98,145.3418,4
Low Fat,FDV07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.1410378,9.5,110.3228,4
Low Fat,FDU08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.7426689,10.3,97.3042,4
Low Fat,FDC20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.4069113,10.65,56.2272,4
Low Fat,FDH57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.5893143,10.895,131.3284,4
Low Fat,FDX08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.2696131,12.85,179.9318,4
Low Fat,FDY43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,9.8803088,14.85,169.7474,4
Low Fat,FDL44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.2325122,18.25,162.8894,4
Low Fat,FDP20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.5855273,19.85,127.102,4
Low Fat,FDE32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.8957533,20.7,37.8506,4
Low Fat,NCN41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.2421981,17,123.773,4
Low Fat,NCZ18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,18.6825823,7.825,253.5698,4
Low Fat,NCF30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,12.6758324,17,124.5362,4
Low Fat,NCT06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.1,167.0842,4
Low Fat,NCJ42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.4359584,19.75,100.8332,4
Low Fat,FDS03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.9952983,7.825,62.7826,4
Low Fat,FDV51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.2671446,16.35,165.4842,4
Low Fat,NCN55,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.9732844,14.6,241.2538,4
Low Fat,NCJ19,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,11.8661426,18.6,58.7588,4
Low Fat,FDL10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.9653081,8.395,99.5042,4
Low Fat,FDX09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.5515067,9,178.137,4
Low Fat,FDT34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,17.5060504,9.3,106.7964,4
Low Fat,FDK33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.1281018,17.85,213.756,4
Low Fat,DRI13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.0409765,15.35,218.3508,4
Regular,FDQ11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.797671,5.695,257.4988,4
Regular,FDZ35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.236923,9.6,104.799,4
Regular,FDM01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,9.4952408,7.895,101.1332,4
Regular,FDN38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,9.234651,6.615,251.8408,4
Regular,FDV13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.7723342,17.35,89.6856,4
Regular,FDV01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,8.5296625,19.2,153.4314,4
Regular,FDB38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.7458099,19.5,158.792,4
Regular,FDW14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.8367194,8.3,87.1198,4
Regular,FDB03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,15.7470693,17.75,239.1538,4
Regular,FDT52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.7622786,9.695,246.2144,4
Regular,FDR44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,10.3340142,6.11,131.2968,4
Regular,FDO56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.5165796,10.195,118.4808,4
Regular,FDD21,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.0693756,10.3,114.2176,4
Regular,FDQ55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.3091186,13.65,114.8834,4
Regular,FDY56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.2665642,16.35,225.6062,4
Regular,FDX56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.436116,17.1,206.1638,4
Regular,FDW39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.7060755,6.69,176.837,4
Regular,FDZ57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.7918142,10,129.6994,4
Regular,FDO21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.9802791,11.6,223.0404,4
Regular,FDY22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,16.0371305,16.5,143.9128,4
low Fat,DRK11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.0808272,8.21,150.5392,4
Low Fat,FDU23,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.1618297,12.6,167.1184,4
Low Fat,DRC49,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.5119701,12.6,145.7128,4
Low Fat,FDK36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.7180374,12.6,47.4034,4
Low Fat,FDO24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,17.5362333,12.6,158.9604,4
Low Fat,FDT36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,11.0735739,12.6,35.2874,4
Low Fat,FDV36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.6174636,12.6,127.102,4
Low Fat,FDP23,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.5414528,12.6,218.2166,4
Low Fat,FDU11,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,9.2145264,12.6,120.7098,4
Low Fat,FDU35,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,7.8831762,12.6,98.97,4
Low Fat,FDU59,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,9.5919472,12.6,162.6552,4
Low Fat,FDR14,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,17.3206192,12.6,53.3298,4
Low Fat,FDU14,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.4584356,12.6,248.375,4
Low Fat,FDA16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.3777629,12.6,222.8456,4
Low Fat,FDF52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.6459891,12.6,184.2292,4
Low Fat,FDG29,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,5.6019324,12.6,40.0454,4
Low Fat,FDG52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.5313024,12.6,47.1402,4
Low Fat,FDA56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.8722342,12.6,123.5414,4
Low Fat,FDQ56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,10.5085956,12.6,82.3908,4
Low Fat,FDZ20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.6,253.0356,4
Low Fat,NCO05,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.6333982,12.6,97.2384,4
Low Fat,NCT29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.3800266,12.6,123.0414,4
Low Fat,NCJ42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.4232071,12.6,100.9332,4
Low Fat,NCL30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.8703432,12.6,125.9336,4
Low Fat,NCO06,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,10.7507291,12.6,34.8558,4
Low Fat,FDS39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.2351808,12.6,143.7812,4
Low Fat,NCN14,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,9.147267,12.6,184.6608,4
Low Fat,FDH21,Seafood,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.1073804,12.6,157.5604,4
Low Fat,FDC58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.6,45.7428,4
Low Fat,FDM34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,6.7120954,12.6,132.9626,4
Low Fat,FDO34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.9793955,12.6,167.2816,4
Low Fat,FDT21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.6,248.8092,4
Low Fat,DRM48,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,11.2349962,12.6,39.1848,4
Low Fat,DRZ24,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.6,121.044,4
Regular,FDQ48,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.4244601,12.6,97.2726,4
Regular,FDY60,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.624324,12.6,143.8128,4
Regular,FDX47,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.443677,12.6,156.5288,4
Regular,FDG38,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,5.2473797,12.6,83.6224,4
Regular,FDQ25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.8139761,12.6,173.7422,4
Regular,FDF40,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.2403117,12.6,250.9092,4
Regular,FDU50,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,7.4806196,12.6,112.9176,4
Regular,FDG05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,8.7421738,12.6,154.463,4
Regular,FDT16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.8426708,12.6,258.7278,4
Regular,FDV04,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,14.9288779,12.6,158.4288,4
Regular,FDY16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,9.1780142,12.6,182.5266,4
Regular,FDB57,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.871404,12.6,223.4772,4
Regular,FDC08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,10.2949031,12.6,225.272,4
Regular,FDK08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,12.1712459,12.6,101.2016,4
Regular,FDN08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,8.7936752,12.6,115.9466,4
Regular,FDQ19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.4295564,12.6,242.6512,4
Regular,FDU43,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,5.7762301,12.6,237.3564,4
Regular,FDW55,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.1863506,12.6,247.0092,4
Regular,FDZ31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,11.2668963,12.6,191.0504,4
Regular,FDH31,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,2.0312314,12.6,98.1042,4
Regular,FDO39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,13.6701678,12.6,182.1608,4
Regular,FDQ51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,1.7466284,12.6,45.4718,4
Regular,FDZ51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,5.4288646,12.6,96.6094,4
Regular,FDL09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,12.7416049,12.6,167.4816,4
Regular,FDO09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,12.4668026,12.6,261.091,4
Regular,FDO45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.7768989,12.6,88.5856,4
Regular,FDP45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,3.0476541,12.6,252.2724,4
Regular,DRA59,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,12.7308434,12.6,186.6924,4
Regular,FDB23,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.5561538,12.6,224.0062,4
Regular,FDE11,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,13.4441765,12.6,183.9924,4
Low Fat,FDU02,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,10.249212,13.35,230.5352,3.9
Low Fat,NCB30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,2.5698134,14.6,196.5084,3.9
Low Fat,FDC37,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,5.7556998,12.6,107.6938,3.9
Low Fat,DRH01,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,9.7904029,17.5,174.8738,3.9
Regular,FDV20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,5.9511812,12.6,128.0678,3.9
Low Fat,FDM39,Dairy,2011,OUT010,Tier 3,Small,Grocery Store,8.9498926,6.42,178.1002,3.9
Low Fat,NCP05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0,19.6,153.3024,3.9
Low Fat,NCX54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,4.8157338,9.195,106.1622,3.9
Low Fat,FDH19,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,3.3082215,19.35,172.5738,3.9
Low Fat,FDV25,Canned,2015,OUT045,Tier 2,Small,Supermarket Type1,0,5.905,222.5456,3.9
Low Fat,FDD58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,5.9352241,7.76,101.87,3.9
low Fat,FDV45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.5230944,16.75,187.9556,3.9
Low Fat,FDL40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1.161096,17.7,95.041,3.9
Low Fat,FDX44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,4.3209581,9.3,90.8172,3.9
Low Fat,NCC30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.7622076,16.6,177.6344,3.9
Regular,FDS31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,4.4155597,13.1,178.8318,3.9
Low Fat,FDV39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.7294652,11.3,198.1426,3.9
Low Fat,DRF36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,2.3625114,16.1,189.3846,3.9
Low Fat,FDZ10,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,4.4248175,12.6,126.202,3.9
Low Fat,FDK36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.721395,7.09,47.9034,3.9
Regular,FDV20,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,10.4704537,12.6,125.2678,3.9
Low Fat,NCJ29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,3.5264298,10.6,86.1224,3.9
Regular,FDW07,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,14.2978223,18,87.4514,3.9
Low Fat,NCR05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,5.4630834,10.1,200.2084,3.9
Low Fat,FDW28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,18.25,196.8452,3.9
Low Fat,FDP32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8.7652908,6.65,128.8678,3.9
Low Fat,FDU04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.93,123.2414,3.9
Regular,FDT01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,18.454121,13.65,211.5902,3.9
Low Fat,NCR38,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,11.4160573,17.25,253.1724,3.9
Low Fat,FDF14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.7212058,7.55,152.734,3.9
Regular,FDX57,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,7.9113947,17.25,99.2068,3.9
Low Fat,DRI39,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,16.2462044,13.8,55.893,3.9
Low Fat,FDU11,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,9.2781435,4.785,119.7098,3.9
Low Fat,NCP50,Others,2000,OUT013,Tier 3,High,Supermarket Type1,2.0542737,17.35,80.5618,3.9
Regular,FDT10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,6.2044506,16.7,57.4562,3.9
Low Fat,FDX26,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,14.6973462,17.7,184.1292,3.9
Low Fat,FDY27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.2028115,6.38,178.3344,3.9
Regular,FDL32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.2657336,15.7,110.1544,3.9
Regular,FDR27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,9.6644015,15.1,131.9942,3.9
Regular,FDX39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.975339,14.3,210.3586,3.9
Regular,FDF21,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,9.8464979,10.3,188.653,3.9
Low Fat,FDU40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,3.7372847,20.85,192.7478,3.9
Low Fat,DRL37,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,5.3362086,15.5,41.577,3.9
Low Fat,FDB39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.8597077,11.6,57.9272,3.9
Low Fat,FDU23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.1757269,12.15,165.0184,3.9
Low Fat,FDM28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.5274134,15.7,177.966,3.9
